,index,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
1383,1383,frozenset({257849}),frozenset({42641}),0.00042477876106194687,0.014389380530973453,0.00010619469026548672,0.25,17.37392373923739,0.00010008238703109091,1.314147492625369
1384,1384,frozenset({270383}),frozenset({42641}),0.0019469026548672567,0.014389380530973453,0.0001946902654867257,0.1,6.9495694956949565,0.00016667554232907824,1.0951229105211406
1385,1385,frozenset({270384}),frozenset({42641}),0.00368141592920354,0.014389380530973453,0.00044247787610619474,0.12019230769230768,8.352847951556438,0.0003895045814080977,1.1202568789593308
1386,1386,frozenset({270388}),frozenset({42641}),0.0065663716814159286,0.014389380530973453,0.000920353982300885,0.14016172506738545,9.740636489922851,0.0008258679614691832,1.146274419507865
1387,1387,frozenset({270391}),frozenset({42641}),0.0008495575221238937,0.014389380530973453,0.0001238938053097345,0.14583333333333331,10.134788847888476,0.0001116691988409429,1.1538856032808114
1388,1388,frozenset({277722}),frozenset({42641}),0.0020353982300884955,0.014389380530973453,0.0003893805309734514,0.19130434782608696,13.294828600459919,0.00036009241130863814,1.2187658197735274
1389,1389,frozenset({277723}),frozenset({42641}),0.000920353982300885,0.014389380530973453,0.0001946902654867257,0.21153846153846154,14.701012394739331,0.00018144694181220145,1.2500427368875455
1390,1390,frozenset({277724}),frozenset({42641}),0.001982300884955752,0.014389380530973453,0.00035398230088495576,0.17857142857142858,12.409945528026707,0.000325458219124442,1.1998737976144669
1391,1391,frozenset({277725}),frozenset({42641}),0.0042123893805309735,0.014389380530973453,0.0006902654867256638,0.1638655462184874,11.387950013953919,0.000629651812984572,1.1787704896162223
1392,1392,frozenset({280869}),frozenset({42641}),0.000495575221238938,0.014389380530973453,0.00015929203539823012,0.32142857142857145,22.337901950448078,0.00015216101495810165,1.4524788076385653
1393,1393,frozenset({284652}),frozenset({42641}),0.00017699115044247788,0.014389380530973453,8.849557522123894e-05,0.5,34.74784747847478,8.594878220690736e-05,1.9712212389380532
1394,1394,frozenset({284654}),frozenset({42641}),0.0008672566371681416,0.014389380530973453,0.00023008849557522125,0.2653061224489796,18.4376333559254,0.00021760920980499652,1.3415255653883973
1395,1395,frozenset({42652}),frozenset({57733}),0.006141592920353983,0.045929203539823014,0.001008849557522124,0.1642651296829971,3.576485482500708,0.0007267710862244499,1.1415950564540738
1396,1396,frozenset({61244}),frozenset({42689}),0.0010619469026548671,0.003805309734513274,0.00014159292035398232,0.13333333333333333,35.03875968992248,0.00013755188346777352,1.1494554118447924
1397,1397,frozenset({97704}),frozenset({42689}),0.00030088495575221236,0.003805309734513274,8.849557522123894e-05,0.2941176470588235,77.29138166894664,8.735061477014645e-05,1.4112758112094397
1398,1398,frozenset({111077}),frozenset({42689}),0.00030088495575221236,0.003805309734513274,0.0001946902654867257,0.6470588235294117,170.04103967168263,0.0001935453050356332,2.8225516224188785
1399,1399,frozenset({112001}),frozenset({42689}),0.0001946902654867257,0.003805309734513274,0.0001238938053097345,0.6363636363636364,167.23044397463002,0.00012315294854726291,2.7395353982300885
1400,1400,frozenset({42730}),frozenset({44944}),0.001150442477876106,0.015115044247787613,0.0001238938053097345,0.1076923076923077,7.124842370744012,0.00010650481635210276,1.1037503814464449
1401,1401,frozenset({42753}),frozenset({42950}),0.0006725663716814159,0.007115044247787611,8.849557522123894e-05,0.13157894736842107,18.4930610107358,8.37102357271517e-05,1.1433220702601232
1402,1402,frozenset({42774}),frozenset({57733}),0.0005132743362831858,0.045929203539823014,0.00010619469026548672,0.20689655172413796,4.504684074147897,8.262040880256872e-05,1.2029588303193537
1403,1403,frozenset({43344}),frozenset({42786}),0.0013628318584070795,0.010300884955752213,0.00014159292035398232,0.10389610389610388,10.086133797474002,0.00012755454616649698,1.1044468385276391
1404,1404,frozenset({48240}),frozenset({42786}),0.0006194690265486724,0.010300884955752213,0.00010619469026548672,0.17142857142857146,16.642120765832107,9.981361108935704e-05,1.1944644491913337
1405,1405,frozenset({53211}),frozenset({42786}),0.0008672566371681416,0.010300884955752213,0.00010619469026548672,0.12244897959183675,11.887229118451504,9.726117941890516e-05,1.1277966659806544
1406,1406,frozenset({66303}),frozenset({42786}),0.0009557522123893804,0.010300884955752213,0.00014159292035398232,0.14814814814814814,14.382079674175891,0.00013174782676795364,1.1618207002693344
1407,1407,frozenset({66433}),frozenset({42786}),0.0017876106194690267,0.010300884955752213,0.00021238938053097343,0.11881188118811882,11.534143105032154,0.0001939754091941421,1.1231416923535846
1408,1408,frozenset({97161}),frozenset({42786}),0.0010619469026548671,0.010300884955752213,0.00014159292035398232,0.13333333333333333,12.943871706758303,0.00013065392748061713,1.1419605173587477
1409,1409,frozenset({186814}),frozenset({42786}),0.000831858407079646,0.010300884955752213,0.0001238938053097345,0.14893617021276595,14.458580097974698,0.00011532492755893178,1.1628964601769909
1410,1410,frozenset({42807}),frozenset({205951}),0.0006548672566371683,0.006690265486725664,8.849557522123894e-05,0.13513513513513514,20.198770198770198,8.411433941577259e-05,1.1485143805309734
1411,1411,frozenset({42836}),frozenset({106829}),0.0006548672566371683,0.01352212389380531,0.0001238938053097345,0.1891891891891892,13.991085326163859,0.00011503860913149033,1.21665604719764
1412,1412,frozenset({42836}),frozenset({181232}),0.0006548672566371683,0.03527433628318584,0.0001238938053097345,0.1891891891891892,5.363366376913793,0.00010079379747826768,1.1898283185840708
1413,1413,frozenset({71490}),frozenset({42843}),0.000831858407079646,0.0029380530973451328,0.0001238938053097345,0.14893617021276595,50.692130223019745,0.00012144976114026154,1.1715477876106195
1414,1414,frozenset({42843}),frozenset({75632}),0.0029380530973451328,0.03463716814159292,0.00033628318584070794,0.1144578313253012,3.3044800561469176,0.00023451734669903667,1.0901376196496295
1415,1415,frozenset({42861}),frozenset({57733}),0.008070796460176992,0.045929203539823014,0.0019292035398230086,0.2390350877192982,5.2044248385897305,0.0015585182864750564,1.2537645048583304
1416,1416,frozenset({113128}),frozenset({42875}),0.0006548672566371683,0.009309734513274336,0.00010619469026548672,0.16216216216216214,17.4185592436543,0.0001000980499647584,1.1824367684841564
1417,1417,frozenset({42891}),frozenset({117825}),0.0005840707964601769,0.02849557522123894,8.849557522123894e-05,0.15151515151515152,5.317146621494447,7.185214190617903e-05,1.1449873577749683
1418,1418,frozenset({42905}),frozenset({75632}),0.0006371681415929205,0.03463716814159292,8.849557522123894e-05,0.1388888888888889,4.009822290353716,6.642587516641867e-05,1.1210665144162146
1419,1419,frozenset({184216}),frozenset({42950}),0.0008849557522123895,0.007115044247787611,0.00010619469026548672,0.12,16.865671641791046,9.98981909311614e-05,1.128278358809332
1420,1420,frozenset({42983}),frozenset({118125}),0.0004778761061946903,0.026884955752212388,8.849557522123894e-05,0.1851851851851852,6.8880598834515885,7.564789725115514e-05,1.1942775543041029
1421,1421,frozenset({42985}),frozenset({43677}),0.0004601769911504425,0.00713274336283186,8.849557522123894e-05,0.1923076923076923,26.961252147356358,8.521325084188269e-05,1.2292642225031605
1422,1422,frozenset({42985}),frozenset({118125}),0.0004601769911504425,0.026884955752212388,8.849557522123894e-05,0.1923076923076923,7.152985263584341,7.612373717597306e-05,1.2048091024020229
1423,1423,frozenset({49773}),frozenset({42996}),0.0011858407079646015,0.021911504424778763,0.00023008849557522125,0.19402985074626866,8.855158778000146,0.0002041049416555721,1.2135542445099967
1424,1424,frozenset({52634}),frozenset({42996}),0.0006725663716814159,0.021911504424778763,8.849557522123894e-05,0.13157894736842107,6.0050165802227715,7.375863419218421e-05,1.1262837221775277
1425,1425,frozenset({65209}),frozenset({42996}),0.0010265486725663717,0.021911504424778763,0.00014159292035398232,0.13793103448275862,6.294913932371456,0.00011909969457279348,1.1345826548672566
1426,1426,frozenset({67829}),frozenset({42996}),0.0008849557522123895,0.021911504424778763,0.00010619469026548672,0.12,5.476575121163165,8.680397838515154e-05,1.1114641995172971
1427,1427,frozenset({72688}),frozenset({42996}),0.0006548672566371683,0.021911504424778763,8.849557522123894e-05,0.13513513513513514,6.167314325634196,7.41464484297909e-05,1.1309148230088495
1428,1428,frozenset({77426}),frozenset({42996}),0.0004778761061946903,0.021911504424778763,0.00010619469026548672,0.22222222222222224,10.14180577993179,9.572370585010572e-05,1.257542351453856
1429,1429,frozenset({79205}),frozenset({42996}),0.0013628318584070795,0.021911504424778763,0.00017699115044247788,0.12987012987012986,5.927029351908188,0.0001471294541467617,1.1240718531237621
1430,1430,frozenset({79447}),frozenset({42996}),0.001150442477876106,0.021911504424778763,0.000247787610619469,0.2153846153846154,9.82975021747235,0.0002225796851750333,1.2465833767135173
1431,1431,frozenset({87589}),frozenset({42996}),0.0006371681415929205,0.021911504424778763,0.00010619469026548672,0.16666666666666669,7.606354334948842,9.22333777116454e-05,1.1737061946902656
1432,1432,frozenset({107333}),frozenset({42996}),0.000831858407079646,0.021911504424778763,0.0001238938053097345,0.14893617021276595,6.797167703571305,0.00010566653614221945,1.149253982300885
1433,1433,frozenset({109258}),frozenset({42996}),0.0007610619469026549,0.021911504424778763,8.849557522123894e-05,0.11627906976744184,5.3067588383364015,7.181956300415069e-05,1.1067843502561714
1434,1434,frozenset({112839}),frozenset({42996}),0.0006902654867256638,0.021911504424778763,8.849557522123894e-05,0.12820512820512822,5.851041796114495,7.33708199545775e-05,1.1219250390421656
1435,1435,frozenset({120189}),frozenset({42996}),0.0006371681415929205,0.021911504424778763,8.849557522123894e-05,0.1388888888888889,6.338628612457367,7.45342626673976e-05,1.1358447045389666
1436,1436,frozenset({120638}),frozenset({42996}),0.0007079646017699115,0.021911504424778763,8.849557522123894e-05,0.125,5.7047657512116325,7.298300571697079e-05,1.1178154235145386
1437,1437,frozenset({123070}),frozenset({42996}),0.0009380530973451328,0.021911504424778763,0.00010619469026548672,0.11320754716981132,5.166580302984119,8.564053567233143e-05,1.1029508567124835
1438,1438,frozenset({62578}),frozenset({43019}),0.0004778761061946903,0.0018584070796460175,0.00010619469026548672,0.22222222222222224,119.57671957671957,0.00010530660192654085,1.2833249051833122
1439,1439,frozenset({62784}),frozenset({43019}),0.0007610619469026549,0.0018584070796460175,8.849557522123894e-05,0.11627906976744184,62.569213732004435,8.708121231106587e-05,1.1294760130414532
1440,1440,frozenset({43046}),frozenset({188473}),0.0007964601769911505,0.02088495575221239,8.849557522123894e-05,0.1111111111111111,5.320150659133709,7.18615396663795e-05,1.1015044247787609
1441,1441,frozenset({43050}),frozenset({44024}),0.000743362831858407,0.005345132743362832,0.00010619469026548672,0.14285714285714288,26.726584673604545,0.00010222131725272143,1.1604306784660767
1442,1442,frozenset({43050}),frozenset({59958}),0.000743362831858407,0.005044247787610619,0.00010619469026548672,0.14285714285714288,28.320802005012542,0.000102444983945493,1.1607817109144545
1443,1443,frozenset({43050}),frozenset({64593}),0.000743362831858407,0.008902654867256637,8.849557522123894e-05,0.11904761904761905,13.37214806399697,8.187767248805701e-05,1.1250294187993304
1444,1444,frozenset({43050}),frozenset({66684}),0.000743362831858407,0.02638938053097345,0.0001238938053097345,0.16666666666666666,6.3156718086295545,0.00010427692066724096,1.168332743362832
1445,1445,frozenset({43050}),frozenset({72635}),0.000743362831858407,0.002619469026548673,0.0001946902654867257,0.2619047619047619,99.98391248391249,0.0001927430495731851,1.3512897516414502
1446,1446,frozenset({43050}),frozenset({72636}),0.000743362831858407,0.000991150442477876,0.00014159292035398232,0.1904761904761905,192.17687074829928,0.00014085613595426423,1.234069755335763
1447,1447,frozenset({72636}),frozenset({43050}),0.000991150442477876,0.000743362831858407,0.00014159292035398232,0.14285714285714285,192.17687074829928,0.00014085613595426423,1.1657994100294984
1448,1448,frozenset({43050}),frozenset({116543}),0.000743362831858407,0.024,0.00014159292035398232,0.1904761904761905,7.936507936507938,0.00012375221238938053,1.2056470588235293
1449,1449,frozenset({43050}),frozenset({180739}),0.000743362831858407,0.02511504424778761,8.849557522123894e-05,0.11904761904761905,4.740091949394277,6.982598480695434e-05,1.1066261659889978
1450,1450,frozenset({43050}),frozenset({181229}),0.000743362831858407,0.01886725663716814,8.849557522123894e-05,0.11904761904761905,6.309747163405701,7.44703578980343e-05,1.113718249222674
1451,1451,frozenset({43050}),frozenset({181230}),0.000743362831858407,0.012513274336283187,0.0001238938053097345,0.16666666666666666,13.319189061763318,0.00011459190226329389,1.1849840707964598
1452,1452,frozenset({43050}),frozenset({181232}),0.000743362831858407,0.03527433628318584,0.00026548672566371683,0.3571428571428572,10.124722242133183,0.00023926509515232206,1.500684365781711
1453,1453,frozenset({43053}),frozenset({57733}),0.000743362831858407,0.045929203539823014,8.849557522123894e-05,0.11904761904761905,2.5919809156803377,5.435351241287494e-05,1.082999282468309
1454,1454,frozenset({43093}),frozenset({55794}),0.000920353982300885,0.023238938053097347,0.0001238938053097345,0.1346153846153846,5.792665065323099,0.00010250575612812278,1.1287016715830875
1455,1455,frozenset({43096}),frozenset({85812}),0.0010973451327433627,0.00368141592920354,0.00015929203539823012,0.14516129032258066,39.43083126550869,0.0001552522515467147,1.165504758724328
1456,1456,frozenset({43096}),frozenset({88540}),0.0010973451327433627,0.007946902654867256,0.00015929203539823012,0.14516129032258066,18.26639844816438,0.0001505715404495262,1.1605149440641174
1457,1457,frozenset({43096}),frozenset({115016}),0.0010973451327433627,0.005752212389380531,0.0001946902654867257,0.1774193548387097,30.843672456575685,0.00018837810321873288,1.208693388859969
1458,1458,frozenset({43108}),frozenset({61659}),0.0006725663716814159,0.001504424778761062,8.849557522123894e-05,0.13157894736842107,87.46130030959753,8.748374970631999e-05,1.1497827835880932
1459,1459,frozenset({43172}),frozenset({64664}),0.0007787610619469028,0.008389380530973451,0.00010619469026548672,0.13636363636363635,16.254315304948214,9.966136737410918e-05,1.1481807172799254
1460,1460,frozenset({43172}),frozenset({196984}),0.0007787610619469028,0.007469026548672568,0.00010619469026548672,0.13636363636363635,18.257216716932355,0.00010037810321873288,1.149246390312063
1461,1461,frozenset({44024}),frozenset({43284}),0.005345132743362832,0.009327433628318584,0.0007079646017699115,0.13245033112582782,14.200082938537516,0.0006581082308716422,1.1419202864284268
1462,1462,frozenset({60245}),frozenset({43284}),0.0012212389380530974,0.009327433628318584,0.00021238938053097343,0.17391304347826084,18.64532629321013,0.0002009983553919649,1.1992352119236145
1463,1463,frozenset({75143}),frozenset({43284}),0.0008672566371681416,0.009327433628318584,8.849557522123894e-05,0.1020408163265306,10.9398598148937,8.040629649933431e-05,1.1032489943684634
1464,1464,frozenset({43284}),frozenset({116543}),0.009327433628318584,0.024,0.002265486725663717,0.2428842504743833,10.120177103099305,0.0020416283185840708,1.2891027568922306
1465,1465,frozenset({43284}),frozenset({181230}),0.009327433628318584,0.012513274336283187,0.001610619469026549,0.17267552182163187,13.799387528885715,0.001493902733181925,1.1935906064788502
1466,1466,frozenset({181230}),frozenset({43284}),0.012513274336283187,0.009327433628318584,0.001610619469026549,0.12871287128712872,13.799387528885715,0.001493902733181925,1.137021922767498
1467,1467,frozenset({181232}),frozenset({43284}),0.03527433628318584,0.009327433628318584,0.004725663716814159,0.13396889111891622,14.362888706297467,0.004396644686349753,1.1439226099529325
1468,1468,frozenset({43284}),frozenset({181232}),0.009327433628318584,0.03527433628318584,0.004725663716814159,0.5066413662239089,14.362888706297467,0.004396644686349753,1.9554247106875424
1469,1469,frozenset({277718}),frozenset({43284}),0.0013451327433628318,0.009327433628318584,0.00023008849557522125,0.1710526315789474,18.33865974233497,0.00021754185919022637,1.1950970641944094
1470,1470,frozenset({43298}),frozenset({44024}),0.0018938053097345134,0.005345132743362832,0.00021238938053097343,0.11214953271028036,20.981617874605433,0.00020226673976035716,1.120295482068002
1471,1471,frozenset({43298}),frozenset({46032}),0.0018938053097345134,0.02084955752212389,0.0001946902654867257,0.10280373831775699,4.930739571267631,0.00015520526274571232,1.0913447640117997
1472,1472,frozenset({43344}),frozenset({117825}),0.0013628318584070795,0.02849557522123894,0.00015929203539823012,0.11688311688311688,4.1017988222957165,0.00012045735766309031,1.1000858927641854
1473,1473,frozenset({43433}),frozenset({57733}),0.0018761061946902652,0.045929203539823014,0.00021238938053097343,0.11320754716981132,2.464827134911113,0.00012622131725272145,1.0758670683487102
1474,1474,frozenset({43433}),frozenset({70458}),0.0018761061946902652,0.028460176991150443,0.00021238938053097343,0.11320754716981132,3.9777527457054354,0.00015899506617589475,1.095566183392958
1475,1475,frozenset({43474}),frozenset({43457}),0.0008141592920353982,0.0041946902654867255,0.00010619469026548672,0.13043478260869565,31.095211887727018,0.00010277954420863028,1.1451761061946903
1476,1476,frozenset({43457}),frozenset({62448}),0.0041946902654867255,0.02247787610619469,0.0005486725663716814,0.13080168776371304,5.819130203661251,0.00045438483828020985,1.1246249677807372
1477,1477,frozenset({62578}),frozenset({43457}),0.0004778761061946903,0.0041946902654867255,8.849557522123894e-05,0.1851851851851852,44.147523050476636,8.649103297047537e-05,1.2221246983105392
1478,1478,frozenset({62784}),frozenset({43457}),0.0007610619469026549,0.0041946902654867255,8.849557522123894e-05,0.11627906976744184,27.72053772936905,8.5303156081134e-05,1.126832324173265
1479,1479,frozenset({43457}),frozenset({81509}),0.0041946902654867255,0.04389380530973451,0.0006548672566371683,0.15611814345991562,3.556723832856949,0.0004707463387892553,1.1329858407079645
1480,1480,frozenset({43474}),frozenset({81509}),0.0008141592920353982,0.04389380530973451,0.00010619469026548672,0.13043478260869565,2.9715988779803646,7.045814080977368e-05,1.099522123893805
1481,1481,frozenset({44106}),frozenset({43476}),0.0007256637168141592,0.014159292035398232,0.00010619469026548672,0.14634146341463414,10.335365853658537,9.591980577962252e-05,1.154841972187105
1482,1482,frozenset({54031}),frozenset({43476}),0.0014690265486725664,0.014159292035398232,0.00017699115044247788,0.12048192771084335,8.509036144578314,0.00015619077453206984,1.1208873802885198
1483,1483,frozenset({60574}),frozenset({43476}),0.0007256637168141592,0.014159292035398232,8.849557522123894e-05,0.12195121951219512,8.612804878048781,7.822069073537473e-05,1.1227630285152408
1484,1484,frozenset({66845}),frozenset({43476}),0.0007610619469026549,0.014159292035398232,8.849557522123894e-05,0.11627906976744184,8.212209302325581,7.771947685801551e-05,1.115556590591523
1485,1485,frozenset({89003}),frozenset({43476}),0.0014336283185840707,0.014159292035398232,0.00015929203539823012,0.11111111111111112,7.847222222222222,0.0001389928733651813,1.1090707964601771
1486,1486,frozenset({97457}),frozenset({43476}),0.002300884955752212,0.014159292035398232,0.00042477876106194687,0.18461538461538465,13.038461538461542,0.000392199859033597,1.2090499248622475
1487,1487,frozenset({103400}),frozenset({43476}),0.0005840707964601769,0.014159292035398232,8.849557522123894e-05,0.15151515151515152,10.700757575757576,8.022554624481166e-05,1.1618836915297093
1488,1488,frozenset({105028}),frozenset({43476}),0.0005132743362831858,0.014159292035398232,0.00010619469026548672,0.20689655172413796,14.612068965517242,9.892708904377792e-05,1.2430165448249326
1489,1489,frozenset({110392}),frozenset({43476}),0.0010973451327433627,0.014159292035398232,0.00014159292035398232,0.12903225806451613,9.112903225806454,0.00012605529015584618,1.131891183218617
1490,1490,frozenset({118255}),frozenset({43476}),0.0005840707964601769,0.014159292035398232,0.00014159292035398232,0.2424242424242424,17.12121212121212,0.000133322891377555,1.3013097345132745
1491,1491,frozenset({210419}),frozenset({43476}),0.0006371681415929205,0.014159292035398232,8.849557522123894e-05,0.1388888888888889,9.809027777777779,7.947372542877281e-05,1.1448472737653441
1492,1492,frozenset({270343}),frozenset({43476}),0.000991150442477876,0.014159292035398232,0.0001238938053097345,0.125,8.828125,0.00010985981674367607,1.1266750948166877
1493,1493,frozenset({271837}),frozenset({43476}),0.0008141592920353982,0.014159292035398232,8.849557522123894e-05,0.10869565217391304,7.676630434782608,7.696765604197667e-05,1.1060651845456508
1494,1494,frozenset({43483}),frozenset({64593}),0.001256637168141593,0.008902654867256637,0.0001946902654867257,0.15492957746478872,17.4026264945538,0.0001835028584853943,1.1727985250737465
1495,1495,frozenset({43550}),frozenset({81509}),0.0004778761061946903,0.04389380530973451,0.00015929203539823012,0.3333333333333333,7.594086021505379,0.00013831623463074637,1.4341592920353983
1496,1496,frozenset({43571}),frozenset({55794}),0.0008672566371681416,0.023238938053097347,0.00010619469026548672,0.12244897959183675,5.269129738719554,8.604056699819877e-05,1.113053303148796
1497,1497,frozenset({43571}),frozenset({70458}),0.0008672566371681416,0.028460176991150443,8.849557522123894e-05,0.1020408163265306,3.5853893796324505,6.381329783068369e-05,1.0819420756234917
1498,1498,frozenset({43571}),frozenset({101393}),0.0008672566371681416,0.011557522123893806,0.00010619469026548672,0.12244897959183675,10.594743257180363,9.617135249432221e-05,1.1263646840913768
1499,1499,frozenset({43597}),frozenset({196984}),0.0007787610619469028,0.007469026548672568,8.849557522123894e-05,0.11363636363636365,15.214347264110296,8.267898817448508e-05,1.1197785341502156
1500,1500,frozenset({43597}),frozenset({209426}),0.0007787610619469028,0.0018938053097345134,0.0001238938053097345,0.1590909090909091,84.00594732370433,0.00012241898347560497,1.1869370963884238
1501,1501,frozenset({43677}),frozenset({57733}),0.00713274336283186,0.045929203539823014,0.0007787610619469028,0.10918114143920596,2.3771616536859868,0.0004511598402380767,1.0710042645500035
1502,1502,frozenset({43680}),frozenset({57733}),0.0018230088495575219,0.045929203539823014,0.00021238938053097343,0.11650485436893206,2.5366182165104667,0.00012866003602474743,1.0798823300593212
1503,1503,frozenset({63387}),frozenset({43680}),0.0006194690265486724,0.0018230088495575219,0.0001238938053097345,0.2,109.70873786407768,0.00012276450779230948,1.247721238938053
1504,1504,frozenset({43680}),frozenset({117825}),0.0018230088495575219,0.02849557522123894,0.0001946902654867257,0.10679611650485438,3.747814026412591,0.00014274257968517506,1.0876625625240477
1505,1505,frozenset({43680}),frozenset({118125}),0.0018230088495575219,0.026884955752212388,0.0001946902654867257,0.10679611650485438,3.972337447349752,0.00014567875323048007,1.089465756060023
1506,1506,frozenset({43680}),frozenset({185683}),0.0018230088495575219,0.02621238938053097,0.0001946902654867257,0.10679611650485438,4.074261028037997,0.00014690484767797006,1.0902187379761443
1507,1507,frozenset({43695}),frozenset({106829}),0.0004070796460176991,0.01352212389380531,0.0001238938053097345,0.3043478260869565,22.50739813339404,0.00011838922390163677,1.4180619469026547
1508,1508,frozenset({43695}),frozenset({181226}),0.0004070796460176991,0.007610619469026548,8.849557522123894e-05,0.2173913043478261,28.56420626895855,8.539744694181221e-05,1.2680530973451332
1509,1509,frozenset({43700}),frozenset({181232}),0.000247787610619469,0.03527433628318584,0.0001238938053097345,0.5,14.174611138986455,0.00011515326180593622,1.929451327433628
1510,1510,frozenset({43714}),frozenset({43848}),0.00184070796460177,0.007026548672566372,0.0001946902654867257,0.10576923076923077,15.052799844991279,0.00018175644138147075,1.1104219240650868
1511,1511,frozenset({184216}),frozenset({43761}),0.0008849557522123895,0.003982300884955752,8.849557522123894e-05,0.1,25.11111111111111,8.497141514605686e-05,1.106686332350049
1512,1512,frozenset({43805}),frozenset({61231}),0.0011681415929203538,0.009504424778761062,0.0001238938053097345,0.10606060606060604,11.159076801534901,0.00011279129140888088,1.10801199940003
1513,1513,frozenset({43805}),frozenset({101393}),0.0011681415929203538,0.011557522123893806,0.0001238938053097345,0.10606060606060604,9.176759942456725,0.00011039298300571697,1.1057153142342884
1514,1514,frozenset({46582}),frozenset({44024}),0.0011858407079646015,0.005345132743362832,0.00017699115044247788,0.1492537313432836,27.92329742018385,0.00017065267444592373,1.1691557211613104
1515,1515,frozenset({65699}),frozenset({44024}),0.0011858407079646015,0.005345132743362832,0.00017699115044247788,0.1492537313432836,27.92329742018385,0.00017065267444592373,1.1691557211613104
1516,1516,frozenset({105992}),frozenset({44024}),0.001610619469026549,0.005345132743362832,0.00030088495575221236,0.1868131868131868,34.950149188559784,0.0002922759808912209,1.2231566610858646
1517,1517,frozenset({44024}),frozenset({116543}),0.005345132743362832,0.024,0.001274336283185841,0.2384105960264901,9.933774834437086,0.0011460530973451328,1.2815304347826086
1518,1518,frozenset({44024}),frozenset({181229}),0.005345132743362832,0.01886725663716814,0.0006902654867256638,0.1291390728476821,6.8446131481182375,0.0005894174954969066,1.1266239106295637
1519,1519,frozenset({44024}),frozenset({181230}),0.005345132743362832,0.012513274336283187,0.0007610619469026549,0.1423841059602649,11.378644960049458,0.0006941768345211058,1.1514323982642565
1520,1520,frozenset({44024}),frozenset({181232}),0.005345132743362832,0.03527433628318584,0.001734513274336283,0.3245033112582781,9.199416500799154,0.0015459672644686348,1.4281723060905778
1521,1521,frozenset({44106}),frozenset({55794}),0.0007256637168141592,0.023238938053097347,8.849557522123894e-05,0.12195121951219512,5.247710512139394,7.163192105881432e-05,1.1124223205506392
1522,1522,frozenset({44128}),frozenset({55794}),0.0007079646017699115,0.023238938053097347,8.849557522123894e-05,0.125,5.378903274942879,7.204322969692224e-05,1.1162983565107458
1523,1523,frozenset({44182}),frozenset({57733}),0.0007964601769911505,0.045929203539823014,0.00017699115044247788,0.2222222222222222,4.83836437593663,0.0001404103688620879,1.226662452591656
1524,1524,frozenset({44182}),frozenset({61231}),0.0007964601769911505,0.009504424778761062,0.00010619469026548672,0.13333333333333333,14.02855369335816,9.862479442399562e-05,1.1428795098706603
1525,1525,frozenset({44182}),frozenset({62448}),0.0007964601769911505,0.02247787610619469,0.00010619469026548672,0.13333333333333333,5.931758530183728,8.829195708356176e-05,1.1279101429543907
1526,1526,frozenset({44182}),frozenset({75632}),0.0007964601769911505,0.03463716814159292,0.00010619469026548672,0.13333333333333333,3.849429398739568,7.860756519696139e-05,1.1138801906058544
1527,1527,frozenset({44208}),frozenset({44211}),0.0004601769911504425,0.001663716814159292,8.849557522123894e-05,0.1923076923076923,115.58919803600655,8.772997102357272e-05,1.2360353982300885
1528,1528,frozenset({44208}),frozenset({56964}),0.0004601769911504425,0.004477876106194691,8.849557522123894e-05,0.1923076923076923,42.94618425053207,8.643495966794581e-05,1.232551201011378
1529,1529,frozenset({44208}),frozenset({197309}),0.0004601769911504425,0.02704424778761062,0.00010619469026548672,0.23076923076923075,8.53302456705598,9.374954969065706e-05,1.2648424778761058
1530,1530,frozenset({44213}),frozenset({99490}),0.0010973451327433627,0.003168141592920354,0.0001238938053097345,0.1129032258064516,35.637051721030815,0.00012041726055290156,1.1237013676588898
1531,1531,frozenset({44213}),frozenset({106829}),0.0010973451327433627,0.01352212389380531,0.00014159292035398232,0.12903225806451613,9.542307042729268,0.00012675448351476233,1.1326227466404457
1532,1532,frozenset({44213}),frozenset({181232}),0.0010973451327433627,0.03527433628318584,0.00030088495575221236,0.2741935483870968,7.7731738504119265,0.00026217683452110584,1.329177581120944
1533,1533,frozenset({44218}),frozenset({102861}),0.0014690265486725664,0.016530973451327438,0.00015929203539823012,0.10843373493975904,6.559428291323752,0.00013500759652282872,1.1030801243721595
1534,1534,frozenset({44218}),frozenset({117825}),0.0014690265486725664,0.02849557522123894,0.00021238938053097343,0.14457831325301204,5.073710993040486,0.0001705286240112773,1.1357023557272843
1535,1535,frozenset({44218}),frozenset({185683}),0.0014690265486725664,0.02621238938053097,0.0001946902654867257,0.13253012048192772,5.056010673348356,0.00015618356958258282,1.1225607177974437
1536,1536,frozenset({44218}),frozenset({188473}),0.0014690265486725664,0.02088495575221239,0.00015929203539823012,0.10843373493975904,5.191954257708801,0.00012861148093037825,1.0981966036833293
1537,1537,frozenset({44222}),frozenset({70458}),0.0006017699115044247,0.028460176991150443,8.849557522123894e-05,0.14705882352941174,5.167178811823236,7.136909703187407e-05,1.1390466890448578
1538,1538,frozenset({44222}),frozenset({103365}),0.0006017699115044247,0.012654867256637168,0.00010619469026548672,0.1764705882352941,13.944878650761002,9.857937191635994e-05,1.198919089759798
1539,1539,frozenset({44222}),frozenset({117825}),0.0006017699115044247,0.02849557522123894,8.849557522123894e-05,0.14705882352941174,5.160759956156374,7.134779544208631e-05,1.139005187671651
